Country Name,,Access to electricity (% of population),Age dependency ratio (% of working-age population),"Agriculture, value added (% of GDP)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Exports of goods and services (% of GDP),Fixed broadband Internet subscribers (per 100 people),GDP per person employed (constant 1990 PPP $),"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),Individuals using the Internet (% of population),"Industry, value added (% of GDP)","Labor force, total",Mobile cellular subscriptions (per 100 people),"Population, total",Research and development expenditure (% of GDP),Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","Self-employed, total (% of total employment) (modeled ILO estimate)",Telephone lines (per 100 people),"Total employment, total (ages 15+)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
South Africa,2011,84.7,53.74598242,2.285475975,0.764999986,4543.628485,5.577000141,4.599999905,24.17700005,71.22200012,30.46094153,1.735436246,44049.41797,5.962749958,29.65169022,33.97,26.94254077,19082445,122.4563613,52263516,0.7354,37.254,96.66039276,93.30493927,15.72099972,9.287549655,14378413,6.874599934,30.40469933,24.64999962,62.746,10.1439997,84.27899933
South Africa,2012,85.3,53.39409777,2.169490288,0.666999996,4352.392033,5.354000092,4.837999821,23.44599915,71.71600342,29.72387936,2.089127043,44009.74219,6.371640205,31.17582008,41,26.68106047,19543078,129.0496342,52998213,0.7345,36.728,96.9076004,94.86315918,15.45699978,9.145591381,14710100,10.05920029,29.55949974,24.72999954,63.272,10.10299987,84.54299927
South Africa,2013,85.4,53.07051056,2.097756311,0.643999994,4279.247595,5.357999802,4.981999874,23.52000046,71.4980011,30.97134112,3.004069604,43769.27734,6.013539791,33.2704187,46.5,26.66809154,20096835,142.9589002,53767396,0.72283,36.207,97.23451233,,14.89900017,7.208052255,15159193,8.515999794,28.62750053,24.56999969,63.793,9.541000307,85.10099792
South Africa,2014,86,52.77430402,2.174706761,0.56400001,4198.401194,5.321000099,4.650000095,23.42200089,71.92900085,31.46864521,3.128577964,43772.26172,6.04693985,32.9658559,49,26.5451353,20526772,145.3636865,54539571,,35.688,98.48590088,101.7960663,14.1619997,6.688299767,15415824,9.645799637,27.71050072,24.89999962,64.312,8.841000438,85.83799744
Switzerland,2000,100,48.69196398,1.153637506,2.506999969,7845.634548,8.354000092,4.848999977,25.00099945,70.15000153,52.1179027,0.787135931,93151.77344,4.781400204,45.98769432,47.1,25.43924594,3996363,64.71825317,7184250,2.32571,26.617,106.2584,95.30011749,18.03300095,73.05079354,3889611,2.014699936,2.754300117,2.670000076,73.383,9.678999901,81.96700287
Switzerland,2001,100,48.47839431,0.993411093,2.592000008,7992.277576,6.772999763,4.349999905,24.45100021,71.1989975,50.88934286,1.943719599,93115.70313,4.95980978,45.27436143,55.1,26.25422013,4053901,73.24755976,7229854,,26.625,105.1996918,94.98953247,17.17900085,74.74272441,3952912,3.163199902,2.896300077,2.49000001,73.375,10.40600014,82.82099915
Switzerland,2002,100,48.20147295,0.983641799,2.578999996,8031.432226,6.528999805,4.285999775,23.40699959,72.30699921,48.93698712,6.284171789,92955.5,5.314290047,42.21604709,61.4,26.50841379,4092310,79.18789483,7284753,,26.599,104.2233505,93.35856628,16.96800041,74.37371565,3972764,2.614700079,2.935800076,2.920000076,73.401,10.44000006,83.03199768
Switzerland,2003,100,47.88540424,0.910374852,2.36500001,8195.120835,6.647999763,4.236000061,22.43799973,73.3259964,48.10844327,10.74993832,93160.54688,5.523759842,41.42145819,65.1,26.11352898,4139797,84.87507976,7339001,,26.573,103.6281128,93.42279053,17.52799988,73.00507564,3969262,3.214099884,3.942399979,4.119999886,73.427,10.88000035,82.47200012
Switzerland,2004,100,47.56466016,0.976286272,2.051000118,8205.829119,6.418000221,3.894000053,22.29899979,73.80699921,51.47103957,16.7055361,95759.08594,5.445730209,42.52151395,67.8,25.87023212,4147794,85.4029135,7389625,2.67894,26.548,102.9643631,94.05033112,16.24500084,71.50229195,3968595,3.467499971,4.030700207,4.320000172,73.452,9.827000141,83.75499725
Switzerland,2005,100,47.27947084,0.861322409,2.049000025,8305.371102,6.414000034,3.898999929,22.46100044,73.63999939,53.79047112,22.52560892,98013.36719,5.204100132,46.53934249,70.1,25.99047179,4171832,92.22603163,7437115,,26.522,101.9508286,95.08072662,16.04100037,69.49422345,3986615,3.85710001,4.13380003,4.440000057,73.478,9.628000021,83.95899963
Switzerland,2006,100,47.04998506,0.814904148,2.223999977,8360.576135,6.269000053,3.812000036,22.64999962,73.53800201,56.49117013,27.40372232,99608.85938,4.9615798,48.02666703,75.7,26.24620908,4236262,99.39516725,7483934,,26.496,101.646019,95.653862,15.94299984,67.12297566,4066806,3.151499987,4.231599808,4,73.504,9.673999786,84.05699921
Switzerland,2007,100,46.87943856,0.801680742,2.368000031,8163.295576,6.027999878,4.002999783,22.54400063,73.45300293,61.30363524,31.48776817,101481.9453,4.687379837,50.0072114,77.2,26.16617727,4307785,108.57798,7551117,,26.47,101.7819672,95.54522705,16.17200089,65.17130538,4150509,2.944099903,4.06430006,3.650000095,73.53,10.14400005,83.82800293
Switzerland,2008,100,46.79382557,0.835978076,1.97300005,8305.923042,6.178999901,3.588000059,22.87800026,73.53399658,62.66116373,33.43263433,101217.2422,4.867990017,52.1182314,79.2,26.50274426,4409978,116.3559314,7647675,2.73032,26.444,102.2285233,95.52986908,15.89999962,63.14165119,4262226,2.42140007,3.739300013,3.349999905,73.556,9.721000195,84.09999847
Switzerland,2009,100,46.81612131,0.753587093,2.194999933,8021.223604,5.813000202,3.249000072,22.14299965,74.60800171,57.23045434,35.42900296,98359.76563,5.041180134,49.69971218,81.3,25.49751302,4480050,120.4909656,7743831,,26.419,102.537178,95.25750732,15.27099991,66.32678317,4295509,3.484499931,3.8276999,4.119999886,73.581,9.457999945,84.72899628
Switzerland,2010,100,46.9629311,0.699118549,2.029999971,8174.408162,6.386000156,3.470000029,22.44799995,74.08200073,63.9656691,37.20030373,102507.5,4.926050186,53.2865076,83.9,25.60054944,4450003,123.1383135,7824909,,26.393,102.5662994,95.77529907,15.74800014,62.66331936,4235965,3.601099968,4.82460022,4.809999943,73.607,9.36199975,84.2519989
Switzerland,2011,100,47.18607294,0.697310731,2.148000002,7928.19067,6.014999866,3.513999939,22.27899933,74.20800018,65.46550135,38.81682952,101735.1797,4.969860077,57.0306713,85.19302818,25.9608123,4539326,127.1387232,7912398,,26.369,102.8426285,96.09352112,15.42500019,61.77187819,4339190,3.847700119,4.01060009,4.409999847,73.631,9.410000086,84.57499695
Switzerland,2012,100,47.48173828,0.658862437,2.078000069,7886.094306,6.217000008,3.530999899,21.6079998,74.86199951,67.03361061,39.99630214,101367.5859,5.033370018,56.64875379,85.2,25.66006967,4597385,131.49289,7996861,2.96635,26.347,102.8933487,96.16703796,15.32699966,58.79201959,4391424,3.566999912,4.34100008,4.480000019,73.653,9.110000134,84.67299652
Switzerland,2013,100,47.86901512,0.692951418,2.157999992,7807.058815,6.09800005,3.528000116,21.79100037,74.68199921,71.92494262,42.27507459,102051.7031,5.040480137,59.87160882,86.34,25.53250724,4656463,135.8549107,8089346,,26.326,103.3478088,98.57962036,15.35299969,56.47983677,4435288,3.859699965,4.602499962,4.75,73.674,9.256000042,84.64700317
Switzerland,2014,100,48.31572299,0.720956248,2.061000109,7520.166025,5.993000031,3.578000069,21.28800011,75.13400269,64.2737114,42.96652984,102310.1328,5.051229954,52.58640491,87.4,25.16446794,4743060,135.486059,8188649,,26.304,103.2384796,99.74793243,15.29199982,53.15792486,4513947,3.642400026,4.707099915,4.829999924,73.696,9.299000025,84.70800018
Thailand,2000,82.1,43.93048515,8.502900397,27.15200043,1447.948944,3.318000078,48.7879982,19.09499931,32.11800003,64.84021237,,16865.48242,5.25345993,56.4576712,3.689041279,36.83957014,35142180,4.854028051,62958021,0.2447,68.614,97.60774231,,60.41400146,8.880653984,34302272,,,2.390000105,31.386,57.09700012,39.58599854
Thailand,2001,88.23482513,43.19095884,8.582504851,24.88100052,1504.658507,2.842999935,46.04499817,19.69199944,34.26300049,63.25054775,0.002538426,17135.10156,4.817860126,57.01714851,5.556326121,36.46707688,35857598,11.88165768,63543322,0.25207,67.452,97.07714081,62.8252182,59.55500031,9.519692722,34925289,,,2.599999905,32.548,56.71300125,40.44499969
Thailand,2002,89.26166534,42.56190245,8.696025949,25.76499939,1617.463436,3.170000076,46.13100052,19.82999992,34.0379982,60.6457526,,17816.29688,3.864919901,54.32399042,7.531250335,37.04485839,36316536,27.23431919,64073164,0.23054,66.266,98.66529083,64.91294098,59.97700119,10.23364946,35655410,,,1.820000052,33.734,56.80799866,40.02299881
Thailand,2003,90.2822113,42.0090676,9.44456985,24.80500031,1713.4859,3.253000021,44.90299988,19.75200081,35.34600067,61.52256137,0.017986227,18820.11523,3.725610018,55.1702768,9.299027238,38.0580349,36746185,33.48606006,64554952,0.24524,65.059,,,59.43199921,10.27405148,36180378,,,1.539999962,34.941,56.17900085,40.56800079
Thailand,2004,91.30254364,41.48030903,9.294173322,22.3560009,1827.044983,3.039999962,42.35400009,20.52599907,37.12099838,65.97196169,0.253491299,19709.33008,4.030889988,61.44011356,10.67730332,38.02829944,37283906,41.4840346,65002231,0.23843,63.831,101.4092865,68.34101105,56.15800095,10.47904802,36720627,,,1.50999999,36.169,53.11700058,43.84199905
Thailand,2005,92.32872009,40.95352452,9.198074335,21.53800011,1914.529617,3.134000063,42.61199951,20.27300072,37.11500168,68.40273487,0.849050072,20231.36523,3.93859005,69.45116817,15.02600436,38.62905184,37781474,46.5571558,65425470,0.21901,62.589,101.9045486,73.62432098,56.2879982,10.75217648,37271676,,,1.350000024,37.411,53.15299988,43.7120018
Thailand,2006,99.14620148,40.47775978,9.406123689,21.51099968,2004.90203,3.022000074,42.2159996,20.67200089,37.11299896,68.67525211,1.357477172,21113.93555,4.05038023,65.41151851,17.16071472,39.26984265,37950734,60.95857138,65824164,0.23273,61.327,101.7851334,74.17849731,56.29899979,10.74321734,37487977,,,1.220000029,38.673,53.27700043,43.70100021
Thailand,2007,94.42284393,40.04194852,9.350609229,21.35099983,2079.820544,2.986000061,41.78900146,20.74500084,37.4659996,68.87222964,1.953816729,21911.19922,3.603140116,61.00091149,20.03,39.54616123,38541668,80.02643982,66195615,0.20072,60.05,101.3408203,79.33659363,56.36999893,10.61104878,38086910,,,1.179999948,39.95,53.38400078,43.63000107
Thailand,2008,95.50141144,39.65080081,10.07543887,22.27799988,2104.972578,2.615999937,42.50799942,19.58200073,37.90999985,71.41639604,3.114847588,22063.94531,3.508500099,69.0205721,18.2,39.58549416,38935392,92.92427346,66545760,0.20324,58.758,100.7772598,79.21008301,56.76599884,11.11167563,38476357,,,1.179999948,41.242,54.15099907,43.23400116
Thailand,2009,98.96,39.3259201,9.790233755,20.44599915,2100.674014,2.815000057,38.99200058,20.78000069,40.22800064,64.43868588,3.923751112,21838.91406,3.861939907,54.83086881,20.1,38.70753861,39188148,98.61015543,66881867,0.23476,57.457,99.10964966,80.80526733,55.38199997,10.7726299,38603993,,,1.49000001,42.543,52.56699753,44.61800003
Thailand,2010,99.7,39.08546323,10.52516753,20.98500061,2307.331503,2.746999979,38.24399948,20.6439991,41.11100006,66.48613625,4.838429808,23205.80273,3.508440018,60.76431575,22.4,40.01269042,39303549,106.7215773,67208808,,56.144,96.78443909,82.41259766,55.4679985,10.17001522,39059712,1.937399983,1.017799973,0.620000005,43.856,52.72100067,44.5320015
Thailand,2011,98.71641541,39.26293404,11.5946519,23.62999916,2283.35115,2.299999952,41.00799942,19.44099998,39.55099869,70.85498458,5.767795797,22969.87305,4.805560112,68.82057088,23.66992562,38.07247154,40057005,114.6880659,67530130,0.36168,55.302,96.67459869,84.99092102,57.77999878,9.863745265,39792273,1.860000014,1.190000057,0.660000026,44.698,55.47900009,42.22000122
Thailand,2012,99.10862355,39.412024,11.50702522,24.04700089,2443.326622,2.368999958,42.14300156,19.8220005,38.03499985,69.77552933,6.660871114,24587.17969,4.536690235,68.72378986,26.46,37.42827946,40099896,125.3051505,67843979,,54.555,96.94023132,83.73258972,58.4129982,9.399507656,39867354,1.399999976,0.879999995,0.579999983,45.445,56.04400063,41.5870018
Thailand,2013,99.85569763,39.55909216,11.32486762,16.95299911,2514.812036,9.675999641,39.59999847,21.15699959,39.24399948,68.11770538,7.619263971,25587.13086,4.12210989,65.28894489,28.94,36.97905609,39550201,137.7234793,68143065,0.44216,53.807,96.83113861,81.96765137,60.30899811,8.887184631,39356443,1.432299972,0.718699992,0.49000001,46.193,50.63199997,39.69100189
Thailand,2014,99.98166656,39.73944248,10.09162981,17.98999977,2539.611194,2.97300005,33.43899918,23.51600075,43.04499817,69.28925502,7.951266686,25887.95117,,62.51132911,34.89,36.83579837,39483676,141.9184173,68416772,0.48465,53.057,102.0310135,120.2947006,52.72800064,8.316674163,39254953,1.332700014,0.738200009,0.579999983,46.943,49.75499916,47.27199936
United Kingdom,2000,100,53.67567301,0.781724145,0.407000005,6114.529259,3.211999893,1.534999967,25.16699982,73.29799652,24.84375158,0.089718811,70093.39063,4.071790218,26.68714783,26.82175435,22.53695836,29295681,73.70886336,58892514,1.64056,21.349,100.2979736,101.8321304,12.32400036,59.75825827,27666871,2.190099955,4.756400108,5.559999943,78.651,9.111999929,87.6760025
United Kingdom,2001,100,53.32177397,0.748448906,0.358999997,6141.982551,3.174000025,1.39199996,24.63999939,73.96800232,24.73787421,0.559532842,71477.57031,4.143889904,27.04261037,33.48109487,21.40656196,29259367,78.24769922,59119673,1.63268,21.249,100.1628189,101.7252502,12.25599957,58.46049719,27884363,1.999199986,3.711400032,4.699999809,78.751,9.081000119,87.7440033
United Kingdom,2002,100,52.88280385,0.727699889,0.349999994,6142.749834,3.065000057,1.386000037,23.9109993,74.70300293,23.77347904,2.285602241,72698.85938,4.692480087,26.56884333,56.48,21.09321102,29588702,82.94670337,59370479,1.6434,20.953,99.74832916,102.7011032,12.36400032,58.53110838,28097358,2.105400085,4.082300186,5.039999962,79.047,9.299000353,87.63600159
United Kingdom,2003,100,52.40795961,0.766749672,0.307999998,6174.550896,3.025000095,1.248999953,23.3409996,75.41100311,23.5346415,5.226067016,74390.03906,4.848320007,25.93693158,64.82,20.25731328,29868748,91.06414709,59647577,1.60469,20.661,99.90733337,102.0643082,12.86999989,57.98957916,28432334,1.958999991,3.930599928,4.809999943,79.339,9.844999701,87.1309967
United Kingdom,2004,100,51.95443174,0.775136994,0.356999993,6138.754137,3.065999985,1.276000023,22.30200005,76.42199707,23.44272268,10.22626062,75448.61719,4.772779942,26.06864714,65.61,19.5028437,30142943,99.67234557,59987905,1.55755,20.371,105.8328094,104.6520309,13.15400028,57.73898386,28759176,2.008300066,4.224199772,4.590000153,79.629,10.08699954,86.84600067
United Kingdom,2005,100,51.5711073,0.578843122,0.344000012,6270.984059,2.954999924,1.376999974,22.2159996,76.40699768,24.68511655,16.41928341,76697.40625,4.976980209,27.25388168,70,19.72517033,30589897,108.6004149,60401206,1.5711,20.085,106.2820511,105.3843079,13.05799961,56.51063582,29136845,2.2973001,4.342700005,4.75,79.915,10.10299984,86.94200134
United Kingdom,2006,100,51.41006342,0.56217051,0.340000004,6200.554113,2.944000006,1.351999998,22.06200027,76.58499908,26.70812165,21.40197456,77882.50781,5.020860195,29.11738478,68.82,19.74464189,31037309,115.254437,60846820,1.58925,19.801,104.9828491,98.21498108,13.29199982,55.66932681,29376873,2.614700079,5.132400036,5.349999905,80.199,10.34800038,86.70800018
United Kingdom,2007,100,51.32959751,0.569321831,0.352999985,6102.396768,2.900000095,1.366000056,22.18899918,76.44499969,24.86279461,25.41087095,79101.84375,4.953400135,27.33929251,75.09,19.30110344,31240900,120.2257083,61322463,1.63378,19.521,103.2004395,97.20877075,13.45400047,54.48568794,29597705,2.368700027,5.23239994,5.260000229,80.479,10.55499965,86.54599762
United Kingdom,2008,100,51.35874032,0.63339962,0.34799999,6015.726861,2.834000111,1.08099997,22.00399971,76.91500092,26.80138915,27.88511079,77669.57813,4.935530186,29.66650493,78.39,19.00885678,31647690,120.7240644,61806995,1.64367,19.243,105.0871811,98.39473724,13.41600037,55.08050015,29869044,2.710700035,5.180600166,5.619999886,80.757,10.5820002,86.58399963
United Kingdom,2009,100,51.51127437,0.550755262,0.308999985,5643.128595,2.802000046,1.110000014,19.61100006,79.27799988,26.12877369,28.50204074,75217.42969,5.130670071,28.31590757,83.56,18.00578738,31825552,121.9353861,62276270,1.70155,18.969,104.3674088,100.267601,13.67099953,53.41933571,29425472,3.419100046,6.725699902,7.539999962,81.031,10.86900041,86.32900238
United Kingdom,2010,100,51.79171761,0.659355127,0.331999987,5700.855864,2.665999889,1.215999961,19.20999908,79.5739975,28.21409515,30.25187656,76311.57813,5.770460129,30.81986762,85,17.99412233,32010415,121.2030538,62766365,1.67911,18.698,104.7475967,103.0507813,14.0710001,52.77312596,29516735,3.652400017,7.585000038,7.789999962,81.302,11.40600035,85.92900085
United Kingdom,2011,100,52.52360112,0.609946289,0.358999997,5471.924132,2.538000107,1.220000029,19.17700005,79.60299683,30.51028034,32.26499573,77225.82031,5.67332983,32.04973267,85.37999855,18.0506305,32192066,120.9215205,63258918,1.67974,18.43,104.6818619,93.94870758,14.25500011,52.10996911,29603895,4.151100159,8.104200363,8.039999962,81.57,11.71600035,85.74500275
United Kingdom,2012,100,53.26040979,0.603480247,0.374000013,5449.252201,2.549000025,1.187999964,19.06599998,79.7460022,29.7322316,33.7518391,77278.28125,,31.71202658,87.47999842,17.92247326,32543044,121.9127668,63700300,1.6075,18.163,106.5261993,91.95507813,14.73200035,51.66882567,29975391,4.263100147,8.285099983,7.889999866,81.837,12.18300003,85.26799774
United Kingdom,2013,100,54.01564946,0.65373164,0.377000004,5409.630386,2.493000031,1.057999969,18.86499977,80.07700348,29.66601885,35.64264753,77759.07031,5.618710041,31.68404511,89.8441,18.15401979,32852108,121.7088908,64128226,1.65949,17.898,107.3417435,124.5386734,14.70400047,51.64492534,30378310,3.66960001,8.044500351,7.53000021,82.102,12.21099964,85.29599762
United Kingdom,2014,100,54.78284844,0.639227201,0.386000007,5129.527793,2.562000036,1.254999995,18.96500015,79.78099823,28.24754962,36.49857667,78378.07813,5.693419933,30.25243568,91.61,17.82977385,33143711,120.6796218,64613160,1.6813,17.635,107.5578918,127.3041077,15.32499981,51.12317511,31118452,3.182699919,6.793600082,6.110000134,82.365,12.76400027,84.67500305
United States,2000,100,51.5624621,1.149768507,0.108000003,13671.05202,4.020999908,1.833999991,23.3220005,74.84400177,10.66464335,2.507200635,92141.45313,,14.3185381,43.07916264,22.4044436,146767599,38.82436785,282162411,2.61663,20.943,100.4557495,94.03121948,11.30000019,68.27119066,140910679,2.094500065,4.860599995,3.99000001,79.057,7.279000007,88.69999695
United States,2001,100,51.11402392,1.128283843,0.104000002,13046.61415,3.950000048,1.710999966,22.60700035,75.68199921,9.666070536,4.491031989,93124.41406,,13.13706572,49.08083159,21.45512918,147741226,45.11108352,284968955,2.64375,20.766,100.7799225,94.37082672,11.15299988,67.25265648,140752891,2.587199926,5.467000008,4.730000019,79.234,7.202999979,88.84700012
United States,2002,100,50.7600603,0.969255589,0.094999999,13296.1823,3.993000031,1.726999998,21.65800095,76.61499786,9.13238644,6.915156702,95310.21875,,13.01727331,58.78540388,20.58736213,148568133,49.32056453,287625193,2.54446,20.591,98.33685303,93.23853302,11.07900047,65.82456904,139981250,3.173599958,6.753799915,5.78000021,79.409,7.086000174,88.92099762
United States,2003,100,50.43816523,1.130047834,0.097999997,13307.49201,3.950999975,1.682999969,21.27899933,77.03800201,9.037519102,9.566103262,97785.71094,,13.41306805,61.69711712,20.69917645,149183847,55.38679309,290107933,2.55523,20.417,98.30328369,94.5210495,11.23499966,63.07443356,140248434,3.249900103,6.835400105,5.989999771,79.583,7.283999868,88.76499939
United States,2004,100,50.06968581,1.251319511,0.090000004,13388.58971,3.891000032,1.633999944,21.20599937,77.16000366,9.625368067,12.76837571,100334.6563,,14.66955244,64.75825648,20.95524422,150258666,63.17748926,292805298,2.48488,20.243,97.81517792,94.64968872,11.18400002,60.74079497,141951005,3.059700012,6.533500195,5.53000021,79.757,7.293000072,88.81600189
United States,2005,100,49.64296207,1.140012491,0.093000002,13704.57705,3.808000088,1.58099997,21.04899979,77.37000275,9.996398275,17.33352641,101979.2813,,15.50426517,67.96805292,21.2226553,152118122,69.02054837,295516599,2.50479,20.072,98.65737915,94.50814056,11.00599957,59.35053575,144390641,2.793800116,6.319399834,5.079999924,79.928,7.198000021,88.9940033
United States,2006,100,49.64427602,1.021918465,0.079999998,13583.26696,3.733999968,1.555999994,21.16200066,77.28199768,10.65479167,20.22571123,102980.8828,,16.21883058,68.93119327,21.59696866,153992258,77.09164231,298379912,2.54193,19.901,99.75218201,94.00112915,10.87199974,56.22717176,146877694,2.51699996,5.83589983,4.619999886,80.099,7.138000086,89.12799835
United States,2007,100,49.55116115,1.051659881,0.096000001,13657.45283,3.684999943,1.463000059,21.00900078,77.52799988,11.49790694,23.85400897,103961.9219,,16.46102419,75,21.45314261,155294548,82.93546295,301231207,2.62287,19.731,101.2649384,94.50166321,10.64999962,52.70149496,148118950,2.499000072,5.722899914,4.619999886,80.269,6.964999959,89.34999847
United States,2008,100,49.4474294,1.115759283,0.090999998,13663.42797,3.657999992,1.523000002,20.31200027,78.16600037,12.51439847,25.42405841,103762.1172,,17.42701165,74,20.96760748,157089439,86.13129085,304093966,2.77033,19.562,102.1462631,94.3737793,10.43099976,53.65092726,148009711,3.09739995,6.893799782,5.78000021,80.438,6.773000158,89.56900024
United States,2009,100,49.4417545,1.024892905,0.071999997,12913.71469,3.71600008,1.536999941,18.88400078,79.58000183,11.01165643,26.13465459,104651.8594,,13.75417087,71,19.62900387,157204266,89.61260458,306771529,2.82226,19.394,101.3027725,93.91124725,10.55700016,49.94603275,142662805,5.028299809,10.12889957,9.25,80.606,6.84100005,89.44300079
United States,2010,100,49.57588536,1.138411756,0.090999998,13394.4144,3.832999945,1.621000051,18.47400093,79.90599823,12.37830094,27.38517984,107880.9531,5.42001009,15.80415135,71.69,19.78460102,157015059,92.37840689,309338421,2.73395,19.228,99.62718201,93.03385925,10.61999989,48.48733979,141895097,5.256299973,11.02540016,9.630000114,80.772,6.787000097,89.37999725
United States,2011,100,49.77009952,1.324446392,0.082999997,13243.29778,3.767999887,1.646000028,18.57299995,79.78099823,13.57379201,28.39305905,108672.4844,5.223899841,17.31137267,69.72946076,20.00457644,157131234,95.61250193,311644280,2.77285,19.056,98.81971741,93.72554779,10.35400009,46.07566866,143067821,5.16989994,10.90989971,8.949999809,80.944,6.585999779,89.64600372
United States,2012,100,50.00983493,1.202428826,0.083999999,12959.41462,3.767999887,1.567999959,18.5,79.93299866,13.6066085,29.52554777,109145.9063,5.194859982,17.10801903,74.7,19.91158405,158429022,97.28807458,313993272,2.69803,18.881,98.37927246,94.12753296,10.29899979,44.23215182,145643468,4.986199856,10.12839985,8.069999695,81.119,6.531000026,89.7009964
United States,2013,100,50.31967491,1.380333118,0.077,12996.84549,3.70600009,1.514000058,18.75399971,79.73200226,13.63931151,30.43449694,109761.0469,4.943789959,16.58694653,71.4,20.06562705,159007112,98.46652501,316234505,2.74019,18.701,98.31374359,94.74015045,10.0880003,42.22425161,147271767,4.449999809,9.207300186,7.380000114,81.299,6.3809999,89.91200256
United States,2014,100,50.70772115,1.217616938,0.067000002,12984.33311,3.697999954,1.562000036,18.99500084,79.44300079,13.62004392,30.7850862,110433.6406,4.989480019,16.54361766,73,20.22826685,159800262,111.8914032,318622525,2.75493,18.517,98.56803131,95.88491058,9.93500042,40.44299818,149938774,3.82130003,7.927000046,6.170000076,81.483,6.237000078,90.06500244
